NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;
1009;2;1;4:05.082;0;B;1:13.388;0;1:01.562;0;1:50.132;0;85.1;4:05.082;12:04;
1009;2;2;4:16.974;0;;1:12.312;0;1:14.388;0;1:50.274;0;81.1;8:22.056;12:08;
1009;2;3;1:57.855;0;;36.405;0;30.244;0;51.206;0;176.9;10:19.911;12:10;
1009;2;4;1:55.833;0;;35.260;0;29.954;1;50.619;0;180.0;12:15.744;12:12;
1009;2;5;1:56.760;0;;34.861;0;30.040;0;51.859;0;178.6;14:12.504;12:14;
1009;2;6;1:55.503;0;;34.888;0;30.058;0;50.557;0;180.5;16:08.007;12:16;
1009;2;7;1:55.017;0;;34.305;1;30.079;0;50.633;0;181.3;18:03.024;12:18;
1009;2;8;1:55.450;0;;34.377;0;30.035;0;51.038;0;180.6;19:58.474;12:20;
1009;2;9;2:18.088;0;;35.734;0;30.494;0;1:11.860;0;151.0;22:16.562;12:22;
1009;2;10;3:34.005;0;;1:03.330;0;1:04.456;0;1:26.219;0;97.4;25:50.567;12:26;
1009;2;11;2:44.349;0;;55.925;0;54.834;0;53.590;0;126.8;28:34.916;12:28;
1009;2;12;1:56.196;0;;35.220;0;30.256;0;50.720;0;179.4;30:31.112;12:30;
1009;2;13;1:56.402;0;;35.372;0;30.327;0;50.703;0;179.1;32:27.514;12:32;
1009;2;14;1:56.499;0;;35.431;0;30.514;0;50.554;0;179.0;34:24.013;12:34;
1009;2;15;1:55.147;0;;34.413;0;30.120;0;50.614;0;181.1;36:19.160;12:36;
1009;2;16;1:56.559;0;;34.833;0;30.197;0;51.529;0;178.9;38:15.719;12:38;
1009;2;17;1:55.213;0;;34.520;0;30.140;0;50.553;0;180.9;40:10.932;12:40;
1009;2;18;1:57.279;0;;35.509;0;31.196;0;50.574;0;177.8;42:08.211;12:42;
1009;2;19;1:56.624;0;;35.287;0;30.897;0;50.440;0;178.8;44:04.835;12:44;
1009;2;20;1:56.758;0;;34.857;0;30.228;0;51.673;0;178.6;46:01.593;12:46;
1009;2;21;1:55.066;0;;34.721;0;30.132;0;50.213;1;181.2;47:56.659;12:48;
1009;2;22;1:55.079;0;;34.704;0;30.072;0;50.303;0;181.2;49:51.738;12:50;
1009;2;23;1:57.005;0;;34.560;0;30.059;0;52.386;0;178.2;51:48.743;12:52;
1009;2;24;1:56.447;0;;34.586;0;30.060;0;51.801;0;179.0;53:45.190;12:53;
1009;2;25;1:55.214;0;;34.418;0;30.379;0;50.417;0;180.9;55:40.404;12:55;
1009;2;26;1:54.755;0;;34.350;0;30.164;0;50.241;0;181.7;57:35.159;12:57;
1009;2;27;2:03.775;0;B;35.792;0;30.054;0;57.929;0;168.4;59:38.934;12:59;
1009;1;28;3:45.928;0;;2:19.599;0;32.285;0;54.044;0;92.3;1:03:24.862;13:03;
1009;1;29;2:00.722;0;;37.374;0;31.125;0;52.223;0;172.7;1:05:25.584;13:05;
1009;1;30;1:58.637;0;;35.984;0;30.636;0;52.017;0;175.7;1:07:24.221;13:07;
1009;1;31;1:57.438;0;;35.568;0;30.636;0;51.234;0;177.5;1:09:21.659;13:09;
1009;1;32;1:57.842;0;;35.649;0;30.721;0;51.472;0;176.9;1:11:19.501;13:11;
1009;1;33;1:59.102;0;;35.329;0;30.440;0;53.333;0;175.0;1:13:18.603;13:13;
1009;1;34;2:12.247;0;B;37.831;0;32.006;0;1:02.410;0;157.6;1:15:30.850;13:15;
1009;1;35;8:21.096;0;;6:57.583;0;30.945;0;52.568;0;41.6;1:23:51.946;13:24;
1009;1;36;1:59.900;0;;36.037;0;31.657;0;52.206;0;173.9;1:25:51.846;13:26;
1009;1;37;1:59.705;0;;36.432;0;30.805;0;52.468;0;174.2;1:27:51.551;13:28;
1009;1;38;1:59.408;0;;36.734;0;30.777;0;51.897;0;174.6;1:29:50.959;13:30;
1009;1;39;1:58.737;0;;35.704;0;30.709;0;52.324;0;175.6;1:31:49.696;13:32;
1009;1;40;1:58.648;0;;36.158;0;30.355;0;52.135;0;175.7;1:33:48.344;13:34;
1009;1;41;1:57.397;0;;35.389;0;30.669;0;51.339;0;177.6;1:35:45.741;13:35;
1009;1;42;1:57.350;0;;35.334;0;30.695;0;51.321;0;177.7;1:37:43.091;13:37;
1009;1;43;1:57.318;0;;35.425;0;30.578;0;51.315;0;177.7;1:39:40.409;13:39;
1009;1;44;1:58.382;0;;35.247;0;30.244;1;52.891;0;176.1;1:41:38.791;13:41;
1009;1;45;1:57.829;0;;35.456;0;30.343;0;52.030;0;176.9;1:43:36.620;13:43;
1009;1;46;1:57.169;0;;35.437;0;30.436;0;51.296;0;177.9;1:45:33.789;13:45;
1009;1;47;1:57.551;0;;35.358;0;30.819;0;51.374;0;177.3;1:47:31.340;13:47;
1009;1;48;1:57.084;0;;35.141;0;30.272;0;51.671;0;178.1;1:49:28.424;13:49;
1009;1;49;1:56.890;0;;35.447;0;30.496;0;50.947;0;178.4;1:51:25.314;13:51;
1009;1;50;1:57.161;0;;35.057;0;30.516;0;51.588;0;177.9;1:53:22.475;13:53;
1009;1;51;1:56.778;0;;35.228;0;30.444;0;51.106;0;178.5;1:55:19.253;13:55;
1009;1;52;1:56.041;0;;34.947;0;30.424;0;50.670;1;179.7;1:57:15.294;13:57;
1009;1;53;1:57.611;0;;35.783;0;30.628;0;51.200;0;177.3;1:59:12.905;13:59;
1009;1;54;1:58.100;0;;35.065;0;30.278;0;52.757;0;176.5;2:01:11.005;14:01;
1009;1;55;1:56.288;0;;34.854;0;30.608;0;50.826;0;179.3;2:03:07.293;14:03;
1009;1;56;1:57.065;0;;35.252;0;30.386;0;51.427;0;178.1;2:05:04.358;14:05;
1009;1;57;1:56.490;0;;34.876;0;30.638;0;50.976;0;179.0;2:07:00.848;14:07;
1009;1;58;1:56.384;0;;34.849;1;30.439;0;51.096;0;179.1;2:08:57.232;14:09;
1009;1;59;1:56.649;0;;34.947;0;30.607;0;51.095;0;178.7;2:10:53.881;14:11;
1009;1;60;2:06.219;0;B;35.632;0;30.969;0;59.618;0;165.2;2:13:00.100;14:13;
1009;0;61;3:39.320;0;;2:17.179;0;30.929;0;51.212;0;95.1;2:16:39.420;14:16;
1009;0;62;2:04.923;0;B;35.088;0;30.396;0;59.439;0;166.9;2:18:44.343;14:18;
1009;0;63;4:13.940;0;;2:52.063;0;30.706;0;51.171;0;82.1;2:22:58.283;14:23;
1009;0;64;1:56.148;0;;34.936;0;30.629;0;50.583;0;179.5;2:24:54.431;14:25;
1009;0;65;1:55.212;0;;34.447;0;30.508;0;50.257;0;180.9;2:26:49.643;14:27;
1009;0;66;1:55.534;0;;34.818;0;30.463;0;50.253;0;180.4;2:28:45.177;14:28;
1009;0;67;1:57.309;0;;34.781;0;30.273;0;52.255;0;177.7;2:30:42.486;14:30;
1009;0;68;1:59.433;0;;36.643;0;31.395;0;51.395;0;174.6;2:32:41.919;14:32;
1009;0;69;1:56.099;0;;35.065;0;30.326;0;50.708;0;179.6;2:34:38.018;14:34;
1009;0;70;1:56.337;0;;34.942;0;30.340;0;51.055;0;179.2;2:36:34.355;14:36;
1009;0;71;1:55.717;0;;34.605;0;30.369;0;50.743;0;180.2;2:38:30.072;14:38;
1009;0;72;2:06.973;0;B;35.692;0;30.362;0;1:00.919;0;164.2;2:40:37.045;14:40;
1009;0;73;30:20.325;0;;28:45.734;0;41.779;0;52.812;0;11.5;3:10:57.370;15:11;
1009;0;74;1:58.020;0;;35.547;0;30.908;0;51.565;0;176.6;3:12:55.390;15:13;
1009;0;75;1:56.773;0;;35.276;0;30.632;0;50.865;0;178.5;3:14:52.163;15:15;
1009;0;76;2:03.988;0;B;34.752;0;30.426;0;58.810;0;168.1;3:16:56.151;15:17;
1009;0;77;2:07:33.784;0;;2:06:09.470;0;30.824;0;53.490;0;2.7;5:24:29.935;17:24;
1009;0;78;1:55.217;0;;34.828;0;30.020;0;50.369;0;180.9;5:26:25.152;17:26;
1009;0;79;1:54.594;0;;34.497;0;29.761;0;50.336;0;181.9;5:28:19.746;17:28;
1009;0;80;1:54.697;0;;34.770;0;29.658;0;50.269;0;181.8;5:30:14.443;17:30;
1009;0;81;1:54.184;0;;34.235;0;29.571;0;50.378;0;182.6;5:32:08.627;17:32;
1009;0;82;1:53.179;0;;34.191;0;29.515;0;49.473;0;184.2;5:34:01.806;17:34;
1009;0;83;1:54.145;0;;34.606;0;29.456;0;50.083;0;182.6;5:35:55.951;17:36;
1009;0;84;1:53.328;0;;34.174;0;29.470;0;49.684;0;184.0;5:37:49.279;17:38;
1009;0;85;1:53.803;0;;34.688;0;29.544;0;49.571;0;183.2;5:39:43.082;17:39;
1009;0;86;1:58.401;0;;34.544;0;33.318;0;50.539;0;176.1;5:41:41.483;17:41;
1009;0;87;1:58.714;0;;35.602;0;32.251;0;50.861;0;175.6;5:43:40.197;17:43;
1009;0;88;2:08.188;0;;35.008;0;41.880;0;51.300;0;162.6;5:45:48.385;17:46;
1009;0;89;1:53.143;0;;33.945;0;29.464;0;49.734;0;184.3;5:47:41.528;17:47;
1009;0;90;1:52.728;0;;33.677;0;29.283;2;49.768;0;184.9;5:49:34.256;17:49;
1009;0;91;1:52.454;2;;33.703;0;29.350;0;49.401;0;185.4;5:51:26.710;17:51;
1009;0;92;1:53.931;0;;33.640;2;29.342;0;50.949;0;183.0;5:53:20.641;17:53;
1009;0;93;1:52.729;0;;33.682;0;29.336;0;49.711;0;184.9;5:55:13.370;17:55;
1009;0;94;1:53.465;0;;34.761;0;29.397;0;49.307;0;183.7;5:57:06.835;17:57;
1009;0;95;1:52.461;0;;33.860;0;29.640;0;48.961;2;185.4;5:58:59.296;17:59;
1009;0;96;2:02.097;0;B;33.650;0;30.306;0;58.141;0;170.7;6:01:01.393;18:01;
12;0;1;3:52.179;0;B;1:07.357;0;59.715;0;1:45.107;0;89.8;3:52.179;12:04;
12;0;2;4:25.210;0;;1:19.486;0;1:13.168;0;1:52.556;0;78.6;8:17.389;12:08;
12;0;3;1:51.404;0;;34.716;0;28.401;0;48.287;0;187.1;10:08.793;12:10;
12;0;4;1:49.085;0;;33.142;0;28.192;0;47.751;0;191.1;11:57.878;12:12;
12;0;5;1:49.357;0;;33.060;0;28.134;0;48.163;0;190.6;13:47.235;12:14;
12;0;6;1:49.177;0;;33.022;0;28.193;0;47.962;0;191.0;15:36.412;12:15;
12;0;7;1:49.371;0;;33.162;0;28.185;0;48.024;0;190.6;17:25.783;12:17;
12;0;8;1:50.546;0;;33.977;0;28.260;0;48.309;0;188.6;19:16.329;12:19;
12;0;9;1:57.885;0;;32.953;0;28.638;0;56.294;0;176.8;21:14.214;12:21;
12;0;10;2:59.350;0;;37.435;0;39.031;0;1:42.884;0;116.2;24:13.564;12:24;
12;0;11;3:30.196;0;;1:04.847;0;1:07.926;0;1:17.423;0;99.2;27:43.760;12:27;
12;0;12;2:04.819;0;;39.150;0;30.697;0;54.972;0;167.0;29:48.579;12:30;
12;0;13;2:02.898;0;;36.752;0;31.573;0;54.573;0;169.6;31:51.477;12:32;
12;0;14;22:57.187;0;B;36.409;0;31.415;0;21:49.363;0;15.1;54:48.664;12:55;
12;1;15;2:13.751;0;;53.301;0;28.832;0;51.618;0;155.9;57:02.415;12:57;
12;1;16;1:50.905;0;;34.365;0;28.318;0;48.222;0;188.0;58:53.320;12:59;
12;1;17;1:50.768;0;;33.415;0;28.528;0;48.825;0;188.2;1:00:44.088;13:00;
12;1;18;1:49.353;0;;33.115;0;28.239;0;47.999;0;190.6;1:02:33.441;13:02;
12;1;19;1:49.680;0;;33.319;0;28.135;0;48.226;0;190.1;1:04:23.121;13:04;
12;1;20;1:50.234;0;;33.090;0;28.248;0;48.896;0;189.1;1:06:13.355;13:06;
12;1;21;1:50.368;0;;33.947;0;28.226;0;48.195;0;188.9;1:08:03.723;13:08;
12;1;22;1:50.817;0;;33.470;0;28.285;0;49.062;0;188.1;1:09:54.540;13:10;
12;1;23;1:50.200;0;;33.221;0;28.366;0;48.613;0;189.2;1:11:44.740;13:11;
12;1;24;1:48.826;0;;32.739;0;28.118;0;47.969;0;191.6;1:13:33.566;13:13;
12;1;25;1:49.087;0;;33.018;0;28.248;0;47.821;0;191.1;1:15:22.653;13:15;
12;1;26;1:48.651;0;;32.896;0;28.104;0;47.651;0;191.9;1:17:11.304;13:17;
12;1;27;1:49.553;0;;33.398;0;28.329;0;47.826;0;190.3;1:19:00.857;13:19;
12;1;28;1:49.379;0;;32.704;0;28.094;0;48.581;0;190.6;1:20:50.236;13:21;
12;1;29;1:51.504;0;;34.494;0;28.134;0;48.876;0;187.0;1:22:41.740;13:22;
12;1;30;1:48.455;0;;32.709;0;28.084;0;47.662;0;192.2;1:24:30.195;13:24;
12;1;31;1:48.786;0;;32.964;0;28.176;0;47.646;0;191.6;1:26:18.981;13:26;
12;1;32;1:48.284;0;;32.526;0;28.129;0;47.629;0;192.5;1:28:07.265;13:28;
12;1;33;1:47.878;0;;32.499;0;27.844;2;47.535;0;193.3;1:29:55.143;13:30;
12;1;34;1:49.433;0;;32.668;0;27.906;0;48.859;0;190.5;1:31:44.576;13:31;
12;1;35;1:48.953;0;;32.581;0;27.935;0;48.437;0;191.3;1:33:33.529;13:33;
12;1;36;1:49.051;0;;32.812;0;27.990;0;48.249;0;191.2;1:35:22.580;13:35;
12;1;37;1:49.643;0;;33.887;0;27.962;0;47.794;0;190.1;1:37:12.223;13:37;
12;1;38;1:48.879;0;;32.664;0;28.018;0;48.197;0;191.5;1:39:01.102;13:39;
12;1;39;1:49.600;0;;33.187;0;28.092;0;48.321;0;190.2;1:40:50.702;13:41;
12;1;40;2:46.549;0;B;32.734;0;28.159;0;1:45.656;0;125.2;1:43:37.251;13:43;
12;1;41;2:07.924;0;;49.661;0;28.318;0;49.945;0;163.0;1:45:45.175;13:45;
12;1;42;1:50.580;0;;33.816;0;28.151;0;48.613;0;188.5;1:47:35.755;13:47;
12;1;43;1:49.971;0;;32.902;0;27.978;0;49.091;0;189.6;1:49:25.726;13:49;
12;1;44;1:48.975;0;;32.727;0;28.051;0;48.197;0;191.3;1:51:14.701;13:51;
12;1;45;1:49.528;0;;32.962;0;28.344;0;48.222;0;190.3;1:53:04.229;13:53;
12;1;46;1:52.104;0;;35.479;0;28.454;0;48.171;0;186.0;1:54:56.333;13:55;
12;1;47;1:50.469;0;;33.044;0;28.683;0;48.742;0;188.7;1:56:46.802;13:57;
12;1;48;1:49.188;0;;32.959;0;28.236;0;47.993;0;190.9;1:58:35.990;13:58;
12;1;49;1:49.314;0;;32.879;0;28.574;0;47.861;0;190.7;2:00:25.304;14:00;
12;1;50;1:50.366;0;;32.929;0;28.100;0;49.337;0;188.9;2:02:15.670;14:02;
12;1;51;1:49.924;0;;32.970;0;28.123;0;48.831;0;189.7;2:04:05.594;14:04;
12;1;52;1:49.756;0;;32.986;0;28.418;0;48.352;0;189.9;2:05:55.350;14:06;
12;1;53;1:48.356;0;;32.689;0;28.141;0;47.526;0;192.4;2:07:43.706;14:07;
12;1;54;1:51.115;0;;34.327;0;28.412;0;48.376;0;187.6;2:09:34.821;14:09;
12;1;55;1:50.934;0;;34.437;0;28.361;0;48.136;0;187.9;2:11:25.755;14:11;
12;1;56;1:50.393;0;;33.149;0;28.042;0;49.202;0;188.8;2:13:16.148;14:13;
